code,description,last_updated
B221,HIV disease resulting in lymphoid interstitial pneumonitis,2025-09-07
B222,HIV disease resulting in wasting syndrome,2025-09-07
B227,HIV disease resulting in multiple diseases classified elsewhere,2025-09-07
B23,Human immunodeficiency virus [HIV] disease resulting in other conditions,2025-09-07
B230,Acute HIV infection syndrome,2025-09-07
B231,HIV disease resulting in (persistent) generalized lymphadenopathy,2025-09-07
B232,"HIV disease resulting in haematological and immunological abnormalities, not elsewhere classified",2025-09-07
B238,HIV disease resulting in other specified conditions,2025-09-07
B24,Unspecified human immunodeficiency virus [HIV] disease,2025-09-07
B25,Cytomegaloviral disease,2025-09-07
B250,Cytomegaloviral pneumonitis,2025-09-07
B251,Cytomegaloviral hepatitis,2025-09-07
B252,Cytomegaloviral pancreatitis,2025-09-07
B258,Other cytomegaloviral diseases,2025-09-07
B259,"Cytomegaloviral disease, unspecified",2025-09-07
B26,Mumps,2025-09-07
B260,Mumps orchitis,2025-09-07
B261,Mumps meningitis,2025-09-07
B262,Mumps encephalitis,2025-09-07
B263,Mumps pancreatitis,2025-09-07
B268,Mumps with other complications,2025-09-07
B269,Mumps without complication,2025-09-07
B27,Infectious mononucleosis,2025-09-07
B270,Gammaherpesviral mononucleosis,2025-09-07
B271,Cytomegaloviral mononucleosis,2025-09-07
B278,Other infectious mononucleosis,2025-09-07
B279,"Infectious mononucleosis, unspecified",2025-09-07
B30,Viral conjunctivitis,2025-09-07
B300,Keratoconjunctivitis due to adenovirus,2025-09-07
B301,Conjunctivitis due to adenovirus,2025-09-07
B302,Viral pharyngoconjunctivitis,2025-09-07
B303,Acute epidemic haemorrhagic conjunctivitis (enteroviral),2025-09-07
B308,Other viral conjunctivitis,2025-09-07
B309,"Viral conjunctivitis, unspecified",2025-09-07
B33,"Other viral diseases, not elsewhere classified",2025-09-07
B330,Epidemic myalgia,2025-09-07
B331,Ross River disease,2025-09-07
B332,Viral carditis,2025-09-07
B333,"Retrovirus infections, not elsewhere classified",2025-09-07
B334,Hantavirus (cardio-)pulmonary syndrome [HPS] [HCPS],2025-09-07
B338,Other specified viral diseases,2025-09-07
B34,Viral infection of unspecified site,2025-09-07
B340,"Adenovirus infection, unspecified site",2025-09-07
B341,"Enterovirus infection, unspecified site",2025-09-07
B342,"Coronavirus infection, unspecified site",2025-09-07
B343,"Parvovirus infection, unspecified site",2025-09-07
B344,"Papovavirus infection, unspecified site",2025-09-07
B348,Other viral infections of unspecified site,2025-09-07
B349,"Viral infection, unspecified",2025-09-07
B35,Dermatophytosis,2025-09-07
B350,Tinea barbae and tinea capitis,2025-09-07
B351,Tinea unguium,2025-09-07
B352,Tinea manuum,2025-09-07
B353,Tinea pedis,2025-09-07
B354,Tinea corporis,2025-09-07
B355,Tinea imbricata,2025-09-07
B356,Tinea inguinalis [Tinea cruris],2025-09-07
B358,Other dermatophytoses,2025-09-07
B359,"Dermatophytosis, unspecified",2025-09-07
B36,Other superficial mycoses,2025-09-07
B360,Pityriasis versicolor,2025-09-07
B361,Tinea nigra,2025-09-07
B362,White piedra,2025-09-07
B363,Black piedra,2025-09-07
B368,Other specified superficial mycoses,2025-09-07
B369,"Superficial mycosis, unspecified",2025-09-07
B37,Candidiasis,2025-09-07
B370,Candidal stomatitis,2025-09-07
B371,Pulmonary candidiasis,2025-09-07
B372,Candidiasis of skin and nail,2025-09-07
B373,Candidiasis of vulva and vagina,2025-09-07
B374,Candidiasis of other urogenital sites,2025-09-07
B375,Candidal meningitis,2025-09-07
B376,Candidal endocarditis,2025-09-07
B377,Candidal sepsis,2025-09-07
B378,Candidiasis of other sites,2025-09-07
B379,"Candidiasis, unspecified",2025-09-07
B38,Coccidioidomycosis,2025-09-07
B380,Acute pulmonary coccidioidomycosis,2025-09-07
B381,Chronic pulmonary coccidioidomycosis,2025-09-07
B382,"Pulmonary coccidioidomycosis, unspecified",2025-09-07
B383,Cutaneous coccidioidomycosis,2025-09-07
B384,Coccidioidomycosis meningitis,2025-09-07
B387,Disseminated coccidioidomycosis,2025-09-07
B388,Other forms of coccidioidomycosis,2025-09-07
B389,"Coccidioidomycosis, unspecified",2025-09-07
B39,Histoplasmosis,2025-09-07
B390,Acute pulmonary histoplasmosis capsulati,2025-09-07
B391,Chronic pulmonary histoplasmosis capsulati,2025-09-07
B392,"Pulmonary histoplasmosis capsulati, unspecified",2025-09-07
B393,Disseminated histoplasmosis capsulati,2025-09-07
B394,"Histoplasmosis capsulati, unspecified",2025-09-07
B395,Histoplasmosis duboisii,2025-09-07
B399,"Histoplasmosis, unspecified",2025-09-07
B40,Blastomycosis,2025-09-07
B400,Acute pulmonary blastomycosis,2025-09-07
B401,Chronic pulmonary blastomycosis,2025-09-07
B402,"Pulmonary blastomycosis, unspecified",2025-09-07
B403,Cutaneous blastomycosis,2025-09-07
B407,Disseminated blastomycosis,2025-09-07
B408,Other forms of blastomycosis,2025-09-07
B409,"Blastomycosis, unspecified",2025-09-07
B41,Paracoccidioidomycosis,2025-09-07
B410,Pulmonary paracoccidioidomycosis,2025-09-07
B417,Disseminated paracoccidioidomycosis,2025-09-07
B418,Other forms of paracoccidioidomycosis,2025-09-07
B419,"Paracoccidioidomycosis, unspecified",2025-09-07
B42,Sporotrichosis,2025-09-07
B420,Pulmonary sporotrichosis,2025-09-07
B421,Lymphocutaneous sporotrichosis,2025-09-07
B427,Disseminated sporotrichosis,2025-09-07
B428,Other forms of sporotrichosis,2025-09-07
B429,"Sporotrichosis, unspecified",2025-09-07
B43,Chromomycosis and phaeomycotic abscess,2025-09-07
B430,Cutaneous chromomycosis,2025-09-07
B431,Phaeomycotic brain abscess,2025-09-07
B432,Subcutaneous phaeomycotic abscess and cyst,2025-09-07
B438,Other forms of chromomycosis,2025-09-07
B439,"Chromomycosis, unspecified",2025-09-07
B44,Aspergillosis,2025-09-07
B440,Invasive pulmonary aspergillosis,2025-09-07
B441,Other pulmonary aspergillosis,2025-09-07
B442,Tonsillar aspergillosis,2025-09-07
B447,Disseminated aspergillosis,2025-09-07
B448,Other forms of aspergillosis,2025-09-07
B449,"Aspergillosis, unspecified",2025-09-07
B45,Cryptococcosis,2025-09-07
B450,Pulmonary cryptococcosis,2025-09-07
B451,Cerebral cryptococcosis,2025-09-07
B452,Cutaneous cryptococcosis,2025-09-07
B453,Osseous cryptococcosis,2025-09-07
B457,Disseminated cryptococcosis,2025-09-07
B458,Other forms of cryptococcosis,2025-09-07
B459,"Cryptococcosis, unspecified",2025-09-07
B46,Zygomycosis,2025-09-07
B460,Pulmonary mucormycosis,2025-09-07
B461,Rhinocerebral mucormycosis,2025-09-07
B462,Gastrointestinal mucormycosis,2025-09-07
B463,Cutaneous mucormycosis,2025-09-07
B464,Disseminated mucormycosis,2025-09-07
B465,"Mucormycosis, unspecified",2025-09-07
B468,Other zygomycoses,2025-09-07
B469,"Zygomycosis, unspecified",2025-09-07
B47,Mycetoma,2025-09-07
B470,Eumycetoma,2025-09-07
B471,Actinomycetoma,2025-09-07
B479,"Mycetoma, unspecified",2025-09-07
B48,"Other mycoses, not elsewhere classified",2025-09-07
B480,Lobomycosis,2025-09-07
B481,Rhinosporidiosis,2025-09-07
B482,Allescheriasis,2025-09-07
B483,Geotrichosis,2025-09-07
B484,Penicillosis,2025-09-07
B485,Pneumocystosis,2025-09-07
B487,Opportunistic mycoses,2025-09-07
B488,Other specified mycoses,2025-09-07
B49,Unspecified mycosis,2025-09-07
B50,Plasmodium falciparum malaria,2025-09-07
B500,Plasmodium falciparum malaria with cerebral complications,2025-09-07
B508,Other severe and complicated Plasmodium falciparum malaria,2025-09-07
B509,"Plasmodium falciparum malaria, unspecified",2025-09-07
B51,Plasmodium vivax malaria,2025-09-07
B510,Plasmodium vivax malaria with rupture of spleen,2025-09-07
B518,Plasmodium vivax malaria with other complications,2025-09-07
B519,Plasmodium vivax malaria without complication,2025-09-07
B52,Plasmodium malariae malaria,2025-09-07
B520,Plasmodium malariae malaria with nephropathy,2025-09-07
B528,Plasmodium malariae malaria with other complications,2025-09-07
B529,Plasmodium malariae malaria without complication,2025-09-07
B53,Other parasitologically confirmed malaria,2025-09-07
B530,Plasmodium ovale malaria,2025-09-07
B531,Malaria due to simian plasmodia,2025-09-07
B538,"Other parasitologically confirmed malaria, not elsewhere classified",2025-09-07
B54,Unspecified malaria,2025-09-07
B55,Leishmaniasis,2025-09-07
B550,Visceral leishmaniasis,2025-09-07
B551,Cutaneous leishmaniasis,2025-09-07
B552,Mucocutaneous leishmaniasis,2025-09-07
B559,"Leishmaniasis, unspecified",2025-09-07
B56,African trypanosomiasis,2025-09-07
B560,Gambiense trypanosomiasis,2025-09-07
B561,Rhodesiense trypanosomiasis,2025-09-07
B569,"African trypanosomiasis, unspecified",2025-09-07
B57,Chagas disease,2025-09-07
B570,Acute Chagas disease with heart involvement,2025-09-07
B571,Acute Chagas disease without heart involvement,2025-09-07
B572,Chagas disease (chronic) with heart involvement,2025-09-07
B573,Chagas disease (chronic) with digestive system involvement,2025-09-07
B574,Chagas disease (chronic) with nervous system involvement,2025-09-07
B575,Chagas disease (chronic) with other organ involvement,2025-09-07
B58,Toxoplasmosis,2025-09-07
B580,Toxoplasma oculopathy,2025-09-07
B581,Toxoplasma hepatitis,2025-09-07
B582,Toxoplasma meningoencephalitis,2025-09-07
B583,Pulmonary toxoplasmosis,2025-09-07
B588,Toxoplasmosis with other organ involvement,2025-09-07
B589,"Toxoplasmosis, unspecified",2025-09-07
B60,"Other protozoal diseases, not elsewhere classified",2025-09-07
B600,Babesiosis,2025-09-07
B601,Acanthamoebiasis,2025-09-07
B602,Naegleriasis,2025-09-07
B608,Other specified protozoal diseases,2025-09-07
B64,Unspecified protozoal disease,2025-09-07
B65,Schistosomiasis [bilharziasis],2025-09-07
B650,Schistosomiasis due to Schistosoma haematobium [urinary schistosomiasis],2025-09-07
B651,Schistosomiasis due to Schistosoma mansoni [intestinal schistosomiasis],2025-09-07
B652,Schistosomiasis due to Schistosoma japonicum,2025-09-07
B653,Cercarial dermatitis,2025-09-07
B658,Other schistosomiases,2025-09-07
B659,"Schistosomiasis, unspecified",2025-09-07
B66,Other fluke infections,2025-09-07
B660,Opisthorchiasis,2025-09-07
B661,Clonorchiasis,2025-09-07
B662,Dicrocoeliasis,2025-09-07
B663,Fascioliasis,2025-09-07
B664,Paragonimiasis,2025-09-07
B665,Fasciolopsiasis,2025-09-07
B668,Other specified fluke infections,2025-09-07
B669,"Fluke infection, unspecified",2025-09-07
B67,Echinococcosis,2025-09-07
B670,Echinococcus granulosus infection of liver,2025-09-07
B671,Echinococcus granulosus infection of lung,2025-09-07
B672,Echinococcus granulosus infection of bone,2025-09-07
B673,"Echinococcus granulosus infection, other and multiple sites",2025-09-07
B674,"Echinococcus granulosus infection, unspecified",2025-09-07
B675,Echinococcus multilocularis infection of liver,2025-09-07
B676,"Echinococcus multilocularis infection, other and multiple sites",2025-09-07
B677,"Echinococcus multilocularis infection, unspecified",2025-09-07
B678,"Echinococcosis, unspecified, of liver",2025-09-07
B679,"Echinococcosis, other and unspecified",2025-09-07
B68,Taeniasis,2025-09-07
B680,Taenia solium taeniasis,2025-09-07
B681,Taenia saginata taeniasis,2025-09-07
B689,"Taeniasis, unspecified",2025-09-07
B69,Cysticercosis,2025-09-07
B690,Cysticercosis of central nervous system,2025-09-07
B691,Cysticercosis of eye,2025-09-07
B698,Cysticercosis of other sites,2025-09-07
B699,"Cysticercosis, unspecified",2025-09-07
B70,Diphyllobothriasis and sparganosis,2025-09-07
B700,Diphyllobothriasis,2025-09-07
B701,Sparganosis,2025-09-07
B71,Other cestode infections,2025-09-07
B710,Hymenolepiasis,2025-09-07
B711,Dipylidiasis,2025-09-07
B718,Other specified cestode infections,2025-09-07
B719,"Cestode infection, unspecified",2025-09-07
B72,Dracunculiasis,2025-09-07
B73,Onchocerciasis,2025-09-07
B74,Filariasis,2025-09-07
B740,Filariasis due to Wuchereria bancrofti,2025-09-07
B741,Filariasis due to Brugia malayi,2025-09-07
B742,Filariasis due to Brugia timori,2025-09-07
B743,Loiasis,2025-09-07
B744,Mansonelliasis,2025-09-07
B748,Other filariases,2025-09-07
B749,"Filariasis, unspecified",2025-09-07
B75,Trichinellosis,2025-09-07
B76,Hookworm diseases,2025-09-07
B760,Ancylostomiasis,2025-09-07
B761,Necatoriasis,2025-09-07
B768,Other hookworm diseases,2025-09-07
B769,"Hookworm disease, unspecified",2025-09-07
B77,Ascariasis,2025-09-07
B770,Ascariasis with intestinal complications,2025-09-07
B778,Ascariasis with other complications,2025-09-07
B779,"Ascariasis, unspecified",2025-09-07
B78,Strongyloidiasis,2025-09-07
B780,Intestinal strongyloidiasis,2025-09-07
B781,Cutaneous strongyloidiasis,2025-09-07
B787,Disseminated strongyloidiasis,2025-09-07
B789,"Strongyloidiasis, unspecified",2025-09-07
B79,Trichuriasis,2025-09-07
B80,Enterobiasis,2025-09-07
B81,"Other intestinal helminthiases, not elsewhere classified",2025-09-07
B810,Anisakiasis,2025-09-07
B811,Intestinal capillariasis,2025-09-07
B812,Trichostrongyliasis,2025-09-07
B813,Intestinal angiostrongyliasis,2025-09-07
B814,Mixed intestinal helminthiases,2025-09-07
B818,Other specified intestinal helminthiases,2025-09-07
B82,Unspecified intestinal parasitism,2025-09-07
B820,"Intestinal helminthiasis, unspecified",2025-09-07
B829,"Intestinal parasitism, unspecified",2025-09-07
B83,Other helminthiases,2025-09-07
B830,Visceral larva migrans,2025-09-07
B831,Gnathostomiasis,2025-09-07
B832,Angiostrongyliasis due to Parastrongylus cantonensis,2025-09-07
B833,Syngamiasis,2025-09-07
B834,Internal hirudiniasis,2025-09-07
B838,Other specified helminthiases,2025-09-07
B839,"Helminthiasis, unspecified",2025-09-07
B85,Pediculosis and phthiriasis,2025-09-07
B850,Pediculosis due to Pediculus humanus capitis,2025-09-07
B851,Pediculosis due to Pediculus humanus corporis,2025-09-07
B852,"Pediculosis, unspecified",2025-09-07
B853,Phthiriasis,2025-09-07
B854,Mixed pediculosis and phthiriasis,2025-09-07
B86,Scabies,2025-09-07
B87,Myiasis,2025-09-07
B870,Cutaneous myiasis,2025-09-07
B871,Wound myiasis,2025-09-07
B872,Ocular myiasis,2025-09-07
B873,Nasopharyngeal myiasis,2025-09-07
B874,Aural myiasis,2025-09-07
B878,Myiasis of other sites,2025-09-07
B879,"Myiasis, unspecified",2025-09-07
B88,Other infestations,2025-09-07
B880,Other acariasis,2025-09-07
B881,Tungiasis [sandflea infestation],2025-09-07
B882,Other arthropod infestations,2025-09-07
B883,External hirudiniasis,2025-09-07
B888,Other specified infestations,2025-09-07
B889,"Infestation, unspecified",2025-09-07
B89,Unspecified parasitic disease,2025-09-07
B90,Sequelae of tuberculosis,2025-09-07
B900,Sequelae of central nervous system tuberculosis,2025-09-07
B901,Sequelae of genitourinary tuberculosis,2025-09-07
B902,Sequelae of tuberculosis of bones and joints,2025-09-07
B908,Sequelae of tuberculosis of other organs,2025-09-07
B909,Sequelae of respiratory and unspecified tuberculosis,2025-09-07
B91,Sequelae of poliomyelitis,2025-09-07
B92,Sequelae of leprosy,2025-09-07
B94,Sequelae of other and unspecified infectious and parasitic diseases,2025-09-07
B940,Sequelae of trachoma,2025-09-07
B941,Sequelae of viral encephalitis,2025-09-07
B942,Sequelae of viral hepatitis,2025-09-07
B948,Sequelae of other specified infectious and parasitic diseases,2025-09-07
B949,Sequelae of unspecified infectious or parasitic disease,2025-09-07
B95,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,2025-09-07
B950,"Streptococcus, group A, as the cause of diseases classified to other chapters",2025-09-07
B951,"Streptococcus, group B, as the cause of diseases classified to other chapters",2025-09-07
B952,Streptococcus group D and enterococcus as the cause of diseases classified to other chapters,2025-09-07
B953,Streptococcus pneumoniae as the cause of diseases classified to other chapters,2025-09-07
B954,Other streptococcus as the cause of diseases classified to other chapters,2025-09-07
B955,Unspecified streptococcus as the cause of diseases classified to other chapters,2025-09-07
B956,Staphylococcus aureus as the cause of diseases classified to other chapters,2025-09-07
B957,Other staphylococcus as the cause of diseases classified to other chapters,2025-09-07
B958,Unspecified staphylococcus as the cause of diseases classified to other chapters,2025-09-07
B96,Other specified bacterial agents as the cause of diseases classified to other chapters,2025-09-07
B960,Mycoplasma pneumoniae [M. pneumoniae] as the cause of diseases classified to other chapters,2025-09-07
B961,Klebsiella pneumoniae [K. pneumoniae] as the cause of diseases classified to other chapters,2025-09-07
B962,Escherichia coli [E. coli] as the cause of diseases classified to other chapters,2025-09-07
B963,Haemophilus influenzae [H. influenzae] as the cause of diseases classified to other chapters,2025-09-07
